Ejercicio,Mes,Titulo_Codigo,Titulo_Descripcion,CI_Clase_Codigo,CI_Clase_Descripcion,CI_Subclase_Codigo,CI_Subclase_Descripcion,CI_Grupo_Codigo,CI_Grupo_Descripcion,CI_Subgrupo_Codigo,CI_Subgrupo_Descripcion,CI_Partida_Codigo,CI_Partida_Descripcion,CI_Subpartida_Codigo,CI_Subpartida_Descripcion,CI_Renglon_Codigo,CI_Renglon_Descripcion,CI_Subrenglon_Codigo,CI_Subrenglon_Descripcion,CI_Fuente_Codigo,CI_Fuente_Descripcion,FF_Codigo,FF_Descripcion,FF_Clase2,PI_Monto,PP_Monto,DE_Monto,PA_Monto
2022,01,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,          24363812352.54,          24363812352.54
2022,02,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,          46452369568.49,          46452369568.49
2022,03,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,          68679946281.37,          68679946281.37
2022,04,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,          90056160640.05,          90056160640.05
2022,05,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         110165170177.21,         110165170177.21
2022,06,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         132155422412.00,         132155422412.00
2022,07,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         154350196664.00,         154350196664.00
2022,08,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         179879033837.42,         179879033837.42
2022,09,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         202612507401.47,         202612507401.47
2022,10,206,Ministerio de Hacienda,1,INGRESOS CORRIENTES,11,INGRESOS TRIBUTARIOS,111,IMPUESTOS A LOS INGRESOS Y UTILIDADES,1111,IMPUESTO SOBRE LOS INGRESOS Y UTILIDADES DE PERSON AS FÍSICAS,111101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,11110101,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,111101010,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,1111010100001,Impuesto sobre salarios jubilaciones pensiones y otros pagos laborales del Se,001,Ingresos Corrientes,INTERNO,         284691266390.00,         284691266390.00,         226944806441.03,         226944806441.03
